Frm,Track,xc,yc,w,h,Velocity(kmph),dx,dy,angle,N,NE,E,SE,S,SW,W,NW,direction
57,1,2522,1788,96,131,26.1115596126833,2.0,8.0,1.3258176636680326,0.0,0.0,0.0,0.31191652150947713,1.0,0.6880834784905229,0.0,0.0,S
58,1,2524,1796,97,130,25.7977995808492,2.0,8.0,1.3258176636680326,0.0,0.0,0.0,0.31191652150947713,1.0,0.6880834784905229,0.0,0.0,S
59,1,2526,1805,97,132,25.9757594849409,2.0,9.0,1.3521273809209546,0.0,0.0,0.0,0.2784179490922557,1.0,0.7215820509077443,0.0,0.0,S
60,1,2529,1814,96,132,26.2654428775382,3.0,9.0,1.2490457723982544,0.0,0.0,0.0,0.40966552939826684,1.0,0.5903344706017332,0.0,0.0,S
61,1,2531,1822,95,132,25.9332859134925,2.0,8.0,1.3258176636680326,0.0,0.0,0.0,0.31191652150947713,1.0,0.6880834784905229,0.0,0.0,S
62,1,2534,1832,93,132,26.6786382341553,3.0,10.0,1.2793395323170296,0.0,0.0,0.0,0.37109431631096923,1.0,0.6289056836890308,0.0,0.0,S
63,1,2536,1841,93,132,26.7715908620014,2.0,9.0,1.3521273809209546,0.0,0.0,0.0,0.2784179490922557,1.0,0.7215820509077443,0.0,0.0,S
64,1,2538,1849,92,131,26.3842122438658,2.0,8.0,1.3258176636680326,0.0,0.0,0.0,0.31191652150947713,1.0,0.6880834784905229,0.0,0.0,S
65,1,2540,1858,92,132,26.4919373392368,2.0,9.0,1.3521273809209546,0.0,0.0,0.0,0.2784179490922557,1.0,0.7215820509077443,0.0,0.0,S
66,1,2543,1867,92,131,26.7153186671727,3.0,9.0,1.2490457723982544,0.0,0.0,0.0,0.40966552939826684,1.0,0.5903344706017332,0.0,0.0,S
67,1,2545,1875,94,132,26.3212053152211,2.0,8.0,1.3258176636680326,0.0,0.0,0.0,0.31191652150947713,1.0,0.6880834784905229,0.0,0.0,S
68,1,2547,1884,94,132,26.4242131120443,2.0,9.0,1.3521273809209546,0.0,0.0,0.0,0.2784179490922557,1.0,0.7215820509077443,0.0,0.0,S
69,1,2550,1893,94,131,26.6446487963243,3.0,9.0,1.2490457723982544,0.0,0.0,0.0,0.40966552939826684,1.0,0.5903344706017332,0.0,0.0,S
70,1,2553,1903,93,131,27.3001129025453,3.0,10.0,1.2793395323170296,0.0,0.0,0.0,0.37109431631096923,1.0,0.6289056836890308,0.0,0.0,S
71,1,2555,1911,93,131,26.8426346777688,2.0,8.0,1.3258176636680326,0.0,0.0,0.0,0.31191652150947713,1.0,0.6880834784905229,0.0,0.0,S
72,1,2557,1920,93,132,26.8850022717002,2.0,9.0,1.3521273809209546,0.0,0.0,0.0,0.2784179490922557,1.0,0.7215820509077443,0.0,0.0,S
73,1,2560,1929,93,132,27.0479776932739,3.0,9.0,1.2490457723982544,0.0,0.0,0.0,0.40966552939826684,1.0,0.5903344706017332,0.0,0.0,S
74,1,2562,1939,93,132,27.5334368894248,2.0,10.0,1.373400766945016,0.0,0.0,0.0,0.25133183275600457,1.0,0.7486681672439954,0.0,0.0,S
75,1,2565,1948,94,134,27.6303862624321,3.0,9.0,1.2490457723982544,0.0,0.0,0.0,0.40966552939826684,1.0,0.5903344706017332,0.0,0.0,S
76,1,2567,1957,94,132,27.5833925425122,2.0,9.0,1.3521273809209546,0.0,0.0,0.0,0.2784179490922557,1.0,0.7215820509077443,0.0,0.0,S
77,1,2570,1967,96,132,28.1181235688593,3.0,10.0,1.2793395323170296,0.0,0.0,0.0,0.37109431631096923,1.0,0.6289056836890308,0.0,0.0,S
78,1,2572,1975,97,133,27.5477193986505,2.0,8.0,1.3258176636680326,0.0,0.0,0.0,0.31191652150947713,1.0,0.6880834784905229,0.0,0.0,S
79,1,2574,1984,96,135,27.4853359565068,2.0,9.0,1.3521273809209546,0.0,0.0,0.0,0.2784179490922557,1.0,0.7215820509077443,0.0,0.0,S
80,1,2577,1994,95,134,28.0086532770339,3.0,10.0,1.2793395323170296,0.0,0.0,0.0,0.37109431631096923,1.0,0.6289056836890308,0.0,0.0,S
81,1,2580,2004,94,133,28.4813009037466,3.0,10.0,1.2793395323170296,0.0,0.0,0.0,0.37109431631096923,1.0,0.6289056836890308,0.0,0.0,S
82,1,2583,2013,94,132,28.4479298430757,3.0,9.0,1.2490457723982544,0.0,0.0,0.0,0.40966552939826684,1.0,0.5903344706017332,0.0,0.0,S
83,1,2585,2022,93,132,28.2799971632943,2.0,9.0,1.3521273809209546,0.0,0.0,0.0,0.2784179490922557,1.0,0.7215820509077443,0.0,0.0,S
84,1,2587,2031,94,133,28.1186634499233,2.0,9.0,1.3521273809209546,0.0,0.0,0.0,0.2784179490922557,1.0,0.7215820509077443,0.0,0.0,S
85,1,2590,2040,94,133,28.0932530120578,3.0,9.0,1.2490457723982544,0.0,0.0,0.0,0.40966552939826684,1.0,0.5903344706017332,0.0,0.0,S
86,1,2593,2050,95,133,28.521946217815,3.0,10.0,1.2793395323170296,0.0,0.0,0.0,0.37109431631096923,1.0,0.6289056836890308,0.0,0.0,S
87,1,2596,2059,96,132,28.4512501125757,3.0,9.0,1.2490457723982544,0.0,0.0,0.0,0.40966552939826684,1.0,0.5903344706017332,0.0,0.0,S
88,1,2599,2070,97,133,29.2973629948976,3.0,11.0,1.3045442776439713,0.0,0.0,0.0,0.33900263784572826,1.0,0.6609973621542717,0.0,0.0,S
89,1,2602,2080,96,135,29.601468922859,3.0,10.0,1.2793395323170296,0.0,0.0,0.0,0.37109431631096923,1.0,0.6289056836890308,0.0,0.0,S
90,1,2604,2088,96,134,28.8165036243706,2.0,8.0,1.3258176636680326,0.0,0.0,0.0,0.31191652150947713,1.0,0.6880834784905229,0.0,0.0,S
91,1,2608,2095,95,128,28.0018011194999,4.0,7.0,1.0516502125483738,0.0,0.0,0.0,0.6609973621542715,1.0,0.33900263784572854,0.0,0.0,S
92,1,2610,2101,95,119,26.4221149437809,2.0,6.0,1.2490457723982544,0.0,0.0,0.0,0.40966552939826684,1.0,0.5903344706017332,0.0,0.0,S
93,1,2611,2106,94,109,24.3972576123161,1.0,5.0,1.373400766945016,0.0,0.0,0.0,0.25133183275600457,1.0,0.7486681672439954,0.0,0.0,S
94,1,2613,2111,94,101,22.7017658884152,2.0,5.0,1.1902899496825317,0.0,0.0,0.0,0.48447576636337364,1.0,0.5155242336366264,0.0,0.0,S
95,1,2615,2115,92,90,20.7443442396173,2.0,4.0,1.1071487177940904,0.0,0.0,0.0,0.5903344706017332,1.0,0.40966552939826684,0.0,0.0,S
96,1,2616,2119,90,80,18.8278765418675,1.0,4.0,1.3258176636680326,0.0,0.0,0.0,0.31191652150947713,1.0,0.6880834784905229,0.0,0.0,S
